pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GO_DNA_DEPENDENT_ATPASE_ACTIVITY,3.29001480506662e-05,0.00103117025619017,-0.456891290255925,-2.01399989490135,0,101,CHD9|ERCC6|SMARCA1|NAV2|MRE11|BPTF|CHD3|GINS2|SETX|SMARCAD1|BTAF1|ANXA1|CHD7|RAD54B|FANCM|DNA2|SMARCA5|DSCC1|RBBP4|DHX36|FBH1|MCM6|MSH6|CHD2|DMC1|POLQ|ZRANB3|HELQ|CHD8|TOP2A|MCM3|GTF2F2|BLM|RFC3|MCM4|BRIP1|TWNK|DHX9|TOP2B|MSH2|RECQL|MCM7|RAD51|ERCC6L|INO80|RAD51B
GO_DNA_GEOMETRIC_CHANGE,3.26519950368968e-05,0.00103117025619017,-0.423608685716556,-1.8949479530139,0,110,CHD9|ERCC6|SMARCA1|NAV2|MRE11|MTERF1|CHD3|RAD23B|GINS2|SETX|SMARCAD1|ANXA1|CHD7|RAD54B|FANCM|DNA2|DSCC1|DHX36|FBH1|MCM6|CUL4B|CHD2|POLQ|HMGB1|ZRANB3|HELQ|CHD8|TOP2A|HNRNPA2B1|MCM3|GTF2F2|BLM|RFC3|MNAT1|GTF2H1|MCM4|BRIP1|TWNK|DHX9|RECQL|MCM7|RAD51|ERCC6L
GO_DNA_PACKAGING,3.16225532049458e-05,0.00103117025619017,-0.411730608456129,-1.95975715725074,0,167,TSPYL5|MACROH2A2|PHF2|DNMT3A|TSPY26P|H2BU1|H3C6|SET|TET1|H3C4|H2BC8|MIS18BP1|H2BC11|NASP|CTCF|MCPH1|SMC2|ANP32B|NAP1L1|RSF1|TTN|ATF7IP|DNMT1|SIRT1|NCAPD2|KAT6B|TPR|CENPC|H3-3A|HELLS|SMCHD1|HP1BP3|SMARCA5|ACIN1|RBBP4|SMC4|H2AX|NAP1L5|POLE3|TSPYL4|NAA40|TOP2A|ASF1A|NCAPD3|MORC2|CDAN1|NAP1L3|WAPL|CDK1|CENPN|NUSAP1|INCENP|H3C10|H2BC5|MPHOSPH8|PHF13|CENPT|SRPK1|CENPI|NIPBL|HDAC1|NCAPG|BANF1|MCM2|CENPK|CENPQ|KAT6A|SHPRH|CABIN1|CHMP1A|OIP5|TASOR|KNL1|NAP1L4|ZNF304
GO_DNA_REPLICATION,3.03030303030303e-05,0.00103117025619017,-0.371769420185306,-1.87048556204297,0,261,GLI2|GINS3|TTF1|CDK2AP1|RBMS1|GLI1|NFIB|SET|ID3|RFWD3|CCDC88A|ATM|MRE11|BAZ1A|SMC3|NASP|TERF2|REV3L|E2F8|CDC7|RBBP6|FAM111B|TICRR|NAP1L1|CDT1|GINS2|WDHD1|PCLAF|ANKRD17|EXD2|PDS5A|KIN|SIN3A|FANCM|DNA2|GMNN|SSRP1|DSCC1|REV1|EGFR|RMI1|RBBP4|MCMBP|FBH1|MCM6|KAT7|LIG4|POLE3|WIZ|POLQ|ORC1|ESCO2|BARD1|CHEK1|ZRANB3|ORC6|GTPBP4|OBI1|RRM1|CCNE2|TERF1|TOPBP1|POLD3|MCM10|RBBP8|CCNA2|ZBTB38|METTL4|MCM3|CDAN1|DBF4B|BLM|RFC3|FBXO5|ZGRF1|BOD1L1|TOP1|WAPL|POLA1|CDK1|SETMAR|MCM4|BRIP1|DBF4|TWNK|DHX9|SUPT16H|CDC6|DTL|ATAD5|DONSON|RECQL|ESCO1|MCM7|RAD51|FAM111A|INO80|NFIA|ZNF830|CLSPN|ATF1|TIPIN|UPF1|MMS22L|BRCA2|RMI2|RRM2|MCM2|ETAA1|BCL6|PRIM2|POLI|RFC5|TNFAIP1|FAF1|POLG2|RHNO1
GO_EMBRYO_DEVELOPMENT,2.56291967809729e-05,0.00103117025619017,-0.333605214080209,-1.86090527776131,0,866,SFRP1|MMP16|BMPR1A|HEY2|PDGFRA|GLI2|SOX8|EDNRA|ZEB1|NXN|GPR161|PTCH1|SOX4|SULF2|DNMT3A|DLL1|PTK7|KMT2A|STOX2|YAP1|SUPT20H|ALDH1A2|ABL1|TCF7|MDFI|SOBP|CLASP1|PRICKLE1|RECK|GLI1|TMEM100|LEF1|DCHS1|LAMB1|TET1|APBA2|ID3|TP63|MYH10|ALDH1A3|LRP4|LAMA4|SOX11|TEAD2|ANKRD11|TET3|FZD7|BASP1|LRP5|EHMT1|MBTD1|ZFP36L1|GREM2|COL4A2|HIF1A|ATM|FRAS1|PHACTR4|SH3PXD2A|ATP11A|SOX15|MIB1|NASP|VANGL2|TEAD1|DACT1|PHLDB2|FGF2|DLX5|YBX3|NKD1|FOXC2|ROCK1|SUFU|E2F8|NES|NPAT|PKD2|SEPTIN7|BPTF|STOX1|CDK5R1|PHLDB1|RBBP6|C2orf49|ARID1A|NRP2|ROCK2|ZFAND5|ABI1|YBX1|KIDINS220|ITGB1|NDRG4|DSCAML1|COPS2|TGFB2|TDG|KIT|TAL1|MBNL1|SULF1|ACSL4|PLK4|HINFP|CMIP|RAD23B|GRHL3|DNMT1|SOS1|DLC1|ADAMTS3|BMP2|FZD3|PLCD3|ETS2|PHF6|MYADM|TENM4|MYO1E|HSBP1|NOTCH1|THOC2|SEMA4C|XYLT1|PRDM1|GNAS|TGFB1I1|CACNA1C|BMPR2|C6orf141|SOX7|NR2F2|CC2D2A|EP300|SETD2|RARB|TSC1|CHD7|SMO|EXT2|ZMIZ1|CMTM3|LMO4|PRKACB|UBR3|HEG1|DKK1|HEY1|SIX4|ANGPT1|AMBRA1|SKI|LAMB3|SIN3A|ATOH8|MEIS2|SLITRK6|MEIS3|NF1|LAMA3|KDM2B|DVL3|AMOT|SALL2|PGAP1|ITGA8|C2CD3|CHST11|RPS7|SLC35E2B|WNT4|EGFR|ACVR1|TSHZ1|DHX36|IGF1|MEF2C|EPAS1|RTF1|ITGA2|LUZP1|MAP2K1|NPHP3|GDF7|HIPK1|RUNX2|PBX2|ATP8A2|GABPA|GJB3|SFRP2|TM4SF1|FLRT3|LIG4|WNT9A|ROR2|FBN2|RIPOR2|BIRC6|ACVR2B|SALL1|TGFB3|COL13A1|TGFBR2|TRA2B|FBN1|FREM2|SMAD2|MMP2|FUZ|SLC34A2|PRKDC|TGIF2|NFE2L2|RAB14|FOXF1|LATS1|MAP3K20|KIF20B|VASH2|INHBA|POGLUT1|CHD8|NOTCH2|TOP2A|CELF1|ITGB3|COL12A1|ADAM10|LRRC7|WLS|FZD6|MEOX1|PRKAR1A|DZIP1L|LAMA5|PDGFRB|SOX6|CXXC4|PLCB1|GNA13|STIL|PPP2R3A|COL5A1|INPP5B|SSBP3|GJA1|DBN1|KDM6B|HDAC2|BBS7|PBX3|RBBP8|ACTL6A|ACVR2A|NECAB1|SPRY2|TPM1|KDM4C|TBX18|ALKBH1|LRP6|EXT1|SMAD3|TOP1|MED12|RDH10|IGF2|NRP1|NR2C2|CDK1|WNT5A|KRT19|COL5A2|AXIN2|AKIRIN2|ZBTB16|CCNB2|WDTC1|CCN1|LRIG3|MFAP2|MED1|RBPMS2|LPAR6|KDR|TIE1|VASH1|ITGB4|RPGRIP1L|TGFB1|SEC24B|MMP15|CPLANE1|CEP290|ADGRF5|CLASP2|JAG2|RNF112|BCL2L11|MSH2|ARNT2|NOLC1|ADA|OSR1|ITGA4|TBL1XR1|PROX1|SKIL|ITGA5|SP3
GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING,2.72709918459734e-05,0.00103117025619017,-0.320966041496273,-1.73608074848352,0,557,SFRP1|MMP16|BMPR1A|HEY2|PDGFRA|GLI2|SOX8|EDNRA|ZEB1|NXN|GPR161|PTCH1|SOX4|SULF2|DLL1|PTK7|STOX2|ALDH1A2|ABL1|TCF7|MDFI|PRICKLE1|TMEM100|LEF1|DCHS1|TET1|APBA2|MYH10|SOX11|TEAD2|ANKRD11|MBTD1|ZFP36L1|HIF1A|ATM|PHACTR4|SH3PXD2A|ATP11A|SOX15|MIB1|NASP|VANGL2|DACT1|YBX3|NKD1|FOXC2|SUFU|E2F8|NPAT|PKD2|BPTF|CDK5R1|RBBP6|ARID1A|ZFAND5|ABI1|YBX1|KIDINS220|ITGB1|DSCAML1|COPS2|TGFB2|MBNL1|SULF1|ACSL4|PLK4|HINFP|CMIP|GRHL3|DLC1|ADAMTS3|BMP2|FZD3|PLCD3|PHF6|MYO1E|NOTCH1|THOC2|SEMA4C|XYLT1|PRDM1|GNAS|BMPR2|C6orf141|NR2F2|CC2D2A|EP300|SETD2|TSC1|CHD7|SMO|ZMIZ1|CMTM3|LMO4|PRKACB|UBR3|HEG1|DKK1|HEY1|SIX4|ANGPT1|AMBRA1|SKI|SIN3A|NF1|KDM2B|DVL3|AMOT|SALL2|C2CD3|CHST11|RPS7|SLC35E2B|EGFR|ACVR1|IGF1|MEF2C|EPAS1|RTF1|LUZP1|MAP2K1|NPHP3|GDF7|RUNX2|GABPA|GJB3|SFRP2|TM4SF1|LIG4|WNT9A|ROR2|BIRC6|TGFB3|TGFBR2|SMAD2|FUZ|SLC34A2|PRKDC|FOXF1|LATS1|KIF20B|VASH2|POGLUT1|CHD8|NOTCH2|CELF1|ADAM10|FZD6|MEOX1|DZIP1L|PDGFRB|SOX6|GNA13|STIL|INPP5B|SSBP3|DBN1|RBBP8|ACTL6A|ACVR2A|NECAB1|TPM1|KDM4C|TBX18|ALKBH1|LRP6|EXT1|SMAD3|MED12|RDH10|IGF2|WNT5A|KRT19|AXIN2|AKIRIN2|CCNB2|WDTC1|CCN1|MED1|LPAR6|TIE1|VASH1|RPGRIP1L|TGFB1|SEC24B|ADGRF5|JAG2|BCL2L11|MSH2|ARNT2|NOLC1|ADA|OSR1|TBL1XR1|PROX1|SKIL|SP3|TGFBR1
GO_EMBRYONIC_MORPHOGENESIS,2.79010072263609e-05,0.00103117025619017,-0.345666230076745,-1.84537086404495,0,475,SFRP1|MMP16|BMPR1A|PDGFRA|GLI2|SOX8|ZEB1|PTCH1|SOX4|DLL1|PTK7|YAP1|SUPT20H|ALDH1A2|ABL1|TCF7|MDFI|SOBP|CLASP1|PRICKLE1|RECK|GLI1|LEF1|LAMB1|TP63|ALDH1A3|LRP4|SOX11|TEAD2|FZD7|LRP5|ZFP36L1|GREM2|COL4A2|HIF1A|FRAS1|PHACTR4|MIB1|VANGL2|DACT1|PHLDB2|FGF2|DLX5|FOXC2|ROCK1|SUFU|PKD2|STOX1|PHLDB1|C2orf49|ARID1A|ROCK2|YBX1|ITGB1|NDRG4|DSCAML1|TGFB2|TAL1|MBNL1|SULF1|GRHL3|SOS1|DLC1|FZD3|ETS2|MYADM|TENM4|HSBP1|NOTCH1|SEMA4C|GNAS|TGFB1I1|CACNA1C|BMPR2|SOX7|CC2D2A|SETD2|RARB|TSC1|CHD7|SMO|EXT2|LMO4|PRKACB|DKK1|SIX4|SKI|LAMB3|ATOH8|SLITRK6|LAMA3|KDM2B|DVL3|AMOT|ITGA8|C2CD3|CHST11|RPS7|WNT4|ACVR1|TSHZ1|MEF2C|RTF1|ITGA2|LUZP1|NPHP3|GDF7|HIPK1|RUNX2|PBX2|ATP8A2|SFRP2|FLRT3|WNT9A|ROR2|FBN2|RIPOR2|ACVR2B|SALL1|TGFB3|TGFBR2|FBN1|FREM2|SMAD2|MMP2|FUZ|TGIF2|FOXF1|LATS1|MAP3K20|KIF20B|INHBA|POGLUT1|NOTCH2|ITGB3|COL12A1|WLS|FZD6|PRKAR1A|LAMA5|STIL|COL5A1|GJA1|KDM6B|HDAC2|BBS7|ACVR2A|SPRY2|TBX18|LRP6|EXT1|SMAD3|MED12|RDH10|IGF2|WNT5A|COL5A2|ZBTB16|CCN1|LRIG3|MFAP2|MED1|RBPMS2|ITGB4|RPGRIP1L|TGFB1|SEC24B|MMP15|CPLANE1|CEP290|CLASP2|JAG2|BCL2L11|OSR1|ITGA4|PROX1|ITGA5|SP3|TGFBR1
GO_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,2.55695619934031e-05,0.00103117025619017,-0.324456564495878,-1.81177212290697,0,883,SFRP1|BMPR1A|SMAD9|PDGFRA|NDN|ZEB1|RGMA|CEP57|IL17RD|GPR21|RASL11B|SULF2|WASF1|RBFOX2|DLL1|WWTR1|ARHGEF7|ABL1|HNRNPA1|DAB2IP|DACT2|TIA1|NCK2|TMEM100|ADGRA2|NREP|LEF1|FLRT2|AREG|NGFR|ERRFI1|SOX11|KL|FERMT2|EPHB1|CTDSPL2|CBL|SORBS1|UBE2D1|CDH13|SMURF2|YES1|ROBO1|SMAD7|NTRK3|LDLRAD4|TIAM1|CCDC88A|GREM2|SIK2|PIK3CA|COL4A2|INHA|HIF1A|GDF11|PDCD4|PARD3|DOCK1|PEG10|PID1|MBD5|PAK3|RNF165|HIP1|STMN1|PTK2|FGF2|DLX5|TIPARP|FOXC2|NUP93|ROCK1|HTRA1|SESN3|UBASH3B|COL4A1|ITGA1|CDK5R1|PRKCQ|ITSN1|EMILIN1|SHISA2|PTEN|NTRK2|HIVEP1|NRP2|ROCK2|SHC4|POLR2D|NCBP1|HHIP|ZFAND5|ABI1|FLT3|CDH3|APP|NDRG4|ATP6V1G2|FERMT1|EFS|IGSF1|EFNB3|PTPRE|GLG1|TGFA|TGFB2|KIT|TMEM204|SULF1|VAV2|NRTN|CILP|IGF1R|LTBP1|TIAL1|SOS1|ADAMTS3|SETX|COL4A6|FOXO1|BMP2|AFAP1L2|BCL9L|PTPRD|JCAD|SIRT1|BDNF|LRIG2|MYO1E|PLEKHA1|TRIM33|NOTCH1|SPRY1|TGFB1I1|SNX6|ZNF8|CTF1|BMPR2|PRKCZ|ARID5B|FER|EP300|SMARCC1|WASF2|COL4A5|NUMA1|TSC1|EFNA5|PLCE1|TF|ZMIZ1|COL3A1|RPS6KB1|RBM14|DKK1|SOCS5|GAREM1|ANGPT1|SKI|EPHA4|ATOH8|MYOCD|ATP6V1C2|CREB1|DDR2|ITGA8|DKK3|ANGPTL1|CHST11|NRG2|ASPN|PTN|FOXO3|RYK|WNT4|EGFR|ACVR1|ADAMTSL2|IGF1|PHIP|F3|MPZL1|BMP6|ADAM17|HSPA1A|FGF12|PMEPA1|FGFBP3|GDF7|CUL5|PTPN11|RUNX2|CSPG4|FLRT1|CLDN5|PIK3C2A|FLT4|CDKN1C|SFRP2|FAT4|FLRT3|BAMBI|ADRB2|SLC2A4|MVB12B|SPART|BMP8A|LTBP2|ROR2|FBN2|TEK|ACVR2B|TGFB3|GAB2|CD7|HNRNPF|IQGAP1|ILK|TGFBR2|LEPROT|SLC9A6|FBN1|SMAD2|BMP8B|MMP2|CCN2|FUZ|RAPGEF2|TGIF2|SDC2|EIF4EBP2|SPTBN1|RAB14|POLR2B|HSP90AA1|ELMO1|PPM1L|INHBA|CD8B|NOTCH2|LTBP4|ITGB3|ARHGEF18|INHBB|PDK4|DSTYK|PDGFRB|GFRA2|PLCB1|SOSTDC1|MYORG|SVEP1|ERBIN|NPR2|TMEM108|NGF|VIM|MEN1|ACTR3|FOXO4|NUP62|ACVR2A|ZFYVE9|SPRY2|STAT5B|GKAP1|GTF2F2|NCK1|SNW1|STXBP4|PRKD1|SMAD3|KANK1|IGF2|THBS1|NRP1|CRKL|WNT5A|DDX5|EFNB2|SOCS4|ANKS1A|CCN1|NRG1|RBPMS2|TTK|EPHB6|KDR|PTPRG|TIE1|FYN|OSBPL8|TGFB1|MTSS1|ZNF106|CAV1|FAM89B|SHCBP1|COL1A2|ADORA1|MATK|FES|RNF111|CBLB|SPRY3|ADAMTS12|PTPN2|LPXN|CYFIP1|SH3TC2|FBXW7|SKIL|ITGA5|TGFBR1|DDR1
GO_EPIDERMIS_DEVELOPMENT,3.04747973425977e-05,0.00103117025619017,-0.37130921626551,-1.85101507983146,0,241,HEY2|MACROH2A2|GLI2|SATB1|PTCH1|DLL1|TFDP1|YAP1|KRT5|PALLD|GLI1|KLF7|TP63|LRP4|NGFR|ERRFI1|CTSV|LAMC2|LDB2|ZFP36L1|IFT74|NAB1|PRKCH|BCL11B|VANGL2|KRT17|ROCK1|RUNX1|TGM1|ROCK2|YBX1|CDH3|PTCH2|FERMT1|CBFB|APCDD1|TGFB2|PKP1|GRHL3|SOS1|FZD3|NOTCH1|ANXA1|NUMA1|ZDHHC21|SMO|DKK1|LAMB3|SLITRK6|NF1|LAMA3|COL17A1|EGFR|MAP2K1|PTHLH|CLIC4|TCHH|SAV1|ZBED2|RIPOR2|JAG1|CCN2|FUZ|LATS1|INHBA|FZD6|LAMA5|SOSTDC1|PPARD|SVEP1|HDAC2
GO_EPITHELIAL_CELL_DIFFERENTIATION,2.78264741074658e-05,0.00103117025619017,-0.311685970640769,-1.66643168490405,0,484,HEY2|MACROH2A2|SOX8|ZEB1|PTCH1|FAT1|SOX4|HNRNPH3|DLL1|OPHN1|WWTR1|PTK7|ABI2|YAP1|ABL1|KRT5|DACT2|PALLD|GLI1|TMEM100|NFIB|KLF7|ID3|TP63|ERRFI1|SOX11|CTSV|RFX3|FZD7|KLF5|BASP1|NTRK3|ZFP36L1|FEM1B|IFT74|HIF1A|ARID4A|PRKCH|TJP1|BCL11B|PRKX|PGR|MYO9A|S1PR1|FGF2|DLX5|KRT17|FOXC2|ROCK1|E2F8|BFSP1|RDX|COL4A1|RUNX1|TGM1|AJAP1|KDM5B|COL15A1|VCL|ROCK2|TJP2|CDH3|CCDC88C|PTCH2|PROM1|CBFB|FOXJ2|ARID4B|PKP1|PLK4|DLG5|BMP2|PDE2A|COL22A1|MYADM|MYO1E|NOTCH1|SPRY1|PRDM1|TGFB1I1|ANXA1|BMPR2|NR2F2|NUMA1|FRMD6|RARB|SMO|MAF|HEG1|HEY1|RAP1A|ATOH8|SLITRK6|CREB1|PTN|B4GALT1|WNT4|ACVR1|TAGLN|CDK6|MEF2C|BMP6|ITGA2|MAP2K1|GDF7|CLIC4|CLDN5|PTPRS|PDE4D|TCHH|SAV1|FAT4|ZBED2|RIPOR2|ACVR2B|SALL1|IQGAP1|ACTA2|JAG1|RAPGEF2|FOXF1|LATS1|NOTCH2|CD24|CXCR4|LBH|KDM6B|HDAC2|VIM|MEN1|APOLD1|CLDN1|SPRY2|CNN3|STAT5B|RAB10|SMAD3|ARNTL|NRP1|TMOD1|VSIG1|CDK1|WNT5A|KRT19|CEP152|COL18A1|NRG1|MED1|ARHGEF26|KDR|MTSS1|CAV1|SEC24B|BTG1|JAG2|EZH2|BDH2|OSR1|PPP1R16B|PROX1|SKIL
GO_EPITHELIAL_CELL_PROLIFERATION,2.92945863604406e-05,0.00103117025619017,-0.340750593013588,-1.75808318860831,0,331,SFRP1|BMPR1A|PTCH1|SULF2|AKT3|YAP1|ALDH1A2|DAB2IP|GLI1|TCF7L2|NFIB|AREG|LAMB1|TP63|NGFR|SCN5A|ERRFI1|SOX11|WFDC1|FZD7|CDH13|ROBO1|ZFP36L1|HMGN1|IFT74|HIF1A|BCL11B|PRKX|PGR|ATF2|UHRF1|FGF2|DLX5|MYC|LAMC1|HTRA1|LOXL2|TGM1|STOX1|PTEN|KDM5B|NRP2|CDH3|FERMT1|TACSTD2|TGFA|TGFB2|KIT|SULF1|SEMA5A|BMP2|JCAD|SIRT1|NOTCH1|SPARC|BMPR2|NR2F2|EGR3|SMO|MST1L|EDNRB|SIX4|ATOH8|NF1|HAS2|PTN|B4GALT1|EGFR|IGF1|CDK6|F3|MEF2C|BMP6|ADAM17|SP1|MAP2K1|FLT4|SAV1|CDKN1C|SFRP2|TEK|HMGB1|BTBD10|PRKDC|CASK|KLF9|CYP7B1|VASH2|NOTCH2|NRAS|RGCC|ITGB3|PLXNB3|PPARD|GJA1|MEN1|CLDN1|ACVR2A|STXBP4|PRKD1|SMAD3|IGF2|THBS1|SNAI2|NRP1|WNT5A|EFNB2|MARVELD3|MED1|KDR|VASH1|TGFB1|MTSS1|CAV1|OSR1|ITGA4|FBXW7|PPP1R16B|PROX1|TNFAIP3|TGFBR1|TLR4|MTOR|SFN
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,3.22518222279559e-05,0.00103117025619017,-0.425163745872917,-1.94518309990221,0,127,SFRP1|HEY2|IL17RD|WWTR1|CLASP1|DAB2IP|TCF7L2|TMEM100|LEF1|SMAD7|LDLRAD4|TIAM1|HIF1A|AKNA|PDCD4|PHLDB2|LOXL2|PHLDB1|PTEN|DDX17|TGFB2|DLG5|OLFM1|BMP2|BCL9L|HEYL|DACT3|NOTCH1|SPRY1|TGFB1I1|RFLNB|HEY1|HAS2|WNT4|ACVR1|SFRP2|BAMBI|TGFB3|TGFBR2|JAG1|SMAD2|FUZ|RGCC|HDAC2|SPRY2|LRP6|SMAD3|SNAI2|WNT5A|DDX5|AXIN2|TGFB1|CLASP2|NOLC1|EZH2|TGFBR1|SMAD4|MTOR
GO_EPITHELIAL_TUBE_FORMATION,3.26211058554885e-05,0.00103117025619017,-0.450662853776036,-2.03121182834416,0,116,SFRP1|SOX8|PTCH1|SOX4|PTK7|ABL1|PRICKLE1|SOX11|TEAD2|HIF1A|PHACTR4|MIB1|VANGL2|SUFU|ARID1A|TGFB2|GRHL3|DLC1|FZD3|SEMA4C|CC2D2A|SETD2|TSC1|LMO4|PRKACB|SIX4|SKI|KDM2B|DVL3|RPS7|WNT4|LUZP1|NPHP3|GDF7|SFRP2|FUZ|KIF20B|FZD6|STIL|LRP6|MED12|WNT5A|TGFB1|SEC24B|CEP290|OSR1|PROX1|PRKACA
GO_EPITHELIAL_TUBE_MORPHOGENESIS,3.01095989401421e-05,0.00103117025619017,-0.365607623990942,-1.85002154459032,0,276,SFRP1|GLI2|SOX8|EDNRA|PTCH1|SOX4|DLL1|PTK7|YAP1|ABL1|PRICKLE1|GREB1L|LEF1|AREG|DCHS1|TNC|SOX11|TEAD2|LRP5|HIF1A|PHACTR4|PRKX|MIB1|PGR|VANGL2|FGF2|FOXC2|MYC|SUFU|COL4A1|PKD2|STOX1|KDM5B|ARID1A|HHIP|NDRG4|TACSTD2|TGFB2|DLG5|GRHL3|DLC1|CTNNBIP1|BMP2|FZD3|NOTCH1|SEMA4C|SPRY1|CC2D2A|SETD2|TSC1|SMO|LMO4|PRKACB|SIX4|SKI|EPHA4|KDM2B|DVL3|C2CD3|RPS7|WNT4|ACVR1|MEF2C|LUZP1|NPHP3|GDF7|CLIC4|SFRP2|FAT4|SALL1|ILK|TGFBR2|FUZ|FOXF1|KIF20B|NOTCH2|FZD6|LAMA5|GNA13|STIL|CXCR4|SOSTDC1|SLIT2|STARD13|BBS7|SPRY2|LRP6|SMAD3|MED12|RDH10|NRP1|WNT5A|EFNB2|MED1|KDR|TGFB1|MTSS1|SEC24B|CEP290|ADAMTS12|OSR1|PROX1|DDR1|SMAD4|PRKACA
GO_EPITHELIUM_DEVELOPMENT,2.53742704897234e-05,0.00103117025619017,-0.320010362958714,-1.79260906513138,0,930,SFRP1|BMPR1A|HEY2|MACROH2A2|GLI2|ID4|SOX8|EDNRA|ZEB1|GPR161|PTCH1|FAT1|SOX4|HNRNPH3|DLL1|OPHN1|WWTR1|PTK7|ABI2|YAP1|CRLF1|ALDH1A2|ABL1|TCF7|CLASP1|KRT5|PRICKLE1|GREB1L|DACT2|PALLD|GLI1|TMEM100|LEF1|NFIB|AREG|DCHS1|KLF7|TNC|ID3|TP63|ALDH1A3|LRP4|NGFR|ERRFI1|SOX11|CTSV|TEAD2|RFX3|FZD7|LDB2|KLF5|SMURF2|BASP1|LRP5|ROBO1|SMAD7|NTRK3|ZFP36L1|ARG2|FEM1B|TIAM1|IFT74|HIF1A|ATM|GDF11|ARID4A|FRAS1|PHACTR4|PRKCH|TJP1|BCL11B|PRKX|MIB1|PRICKLE2|PGR|VANGL2|MYO9A|S1PR1|DACT1|PHLDB2|FGF2|DLX5|KRT17|NKD1|FOXC2|MYC|ROCK1|SUFU|E2F8|BFSP1|RDX|COL4A1|RUNX1|TGM1|PKD2|STOX1|AJAP1|RBBP6|PTEN|KDM5B|ARID1A|COL15A1|VCL|ROCK2|TJP2|HHIP|ABI1|RIPK4|CDH3|CCDC88C|PTCH2|NDRG4|FERMT1|PROM1|CELSR2|TACSTD2|CBFB|FOXJ2|APCDD1|TGFB2|SULF1|ARID4B|SERPINE2|PKP1|PLK4|DLG5|GRHL3|SOS1|DLC1|CTNNBIP1|BMP2|FZD3|PDE2A|COL22A1|BDNF|MYADM|HEYL|MYO1E|EXOC5|NOTCH1|SEMA4C|SPRY1|PRDM1|TGFB1I1|ANXA1|BMPR2|NR2F2|CC2D2A|EP300|SETD2|NUMA1|FRMD6|RARB|TSC1|CHD7|ZDHHC21|SMO|MST1L|LMO4|ANKRD6|MAF|PRKACB|HEG1|DKK1|ROR1|PSMD5|HEY1|SIX4|RAP1A|AMBRA1|SKI|EPHA4|ATOH8|SLITRK6|NF1|LAMA3|KDM2B|DVL3|SALL2|CREB1|C2CD3|RPS7|PTN|B4GALT1|RYK|WNT4|EGFR|ACVR1|TAGLN|DAAM1|ADAMTSL2|CDK6|MEF2C|BMP6|ASTN2|ADAM17|ITGA2|LUZP1|MRTFA|MAP2K1|NPHP3|GDF7|CLIC4|CLDN5|PTPRS|PDE4D|TCHH|SAV1|SFRP2|BTBD7|FAT4|FLRT3|ZBED2|ROR2|RIPOR2|ACVR2B|SALL1|IQGAP1|ILK|ACTA2|TGFBR2|JAG1|FREM2|SMAD2|FUZ|PRKDC|RAPGEF2|PSMC6|KANK2|FOXF1|LATS1|CYP7B1|KIF20B|INHBA|POGLUT1|NOTCH2|CD24|FZD6|MEOX1|DZIP1L|LIN7C|LAMA5|GNA13|STIL|PPP2R3A|CXCR4|COL5A1|SOSTDC1|LBH|SSBP3|SLIT2|GJA1|KDM6B|STARD13|HDAC2|VIM|BBS7|MEN1|APOLD1|CLDN1|SPRY2|CNN3|STAT5B|TBX18|PLEKHA4|RAB10|LRP6|EPCAM|VANGL1|SMAD3|MED12|RDH10|CARMIL2|SNAI2|ARNTL|MLLT3|NRP1|TMOD1|VSIG1|CDK1|TNFRSF19|WNT5A|KRT19|AXIN2|EFNB2|CEP152|COL18A1|CCN1|NRG1|MED1|PSMA4|ARHGEF26|KDR|RPGRIP1L|TGFB1|MTSS1|CAV1|SEC24B|CPLANE1|CEP290|BTG1|MYSM1
GO_ESTABLISHMENT_OF_CELL_POLARITY,3.2311221687292e-05,0.00103117025619017,-0.394837085383133,-1.81370773802081,0,131,AMOTL1|OPHN1|PTK7|CLASP1|EPHB1|FSCN1|PARD3|CCL21|JAM3|FRMD4A|MYO9A|PTK2|WEE1|MCPH1|ROCK1|ROCK2|ITGB1|FERMT1|MAP2|SPRY1|PRKCZ|FGF13|NUMA1|ZW10|CDK5RAP2|AMOT|MARK2|DOCK7|SPDL1|NDC80|RIPOR2|UST|FOXF1|HSP90AA1|KIF20B|FEZ1|NDE1|GPSM2|CCR7|GJA1|SPRY2|RAB10|AMOTL2|MAP1B|FRMD4B|KANK1|CRKL|WNT5A
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION,3.12734550913185e-05,0.00103117025619017,-0.372194884767893,-1.79687026902055,0,186,RANBP17|RFTN2|NXF1|HNRNPA1|YTHDC1|SFPQ|BICD2|SRSF4|UPF2|ZFP36L1|ATM|NUP160|FIP1L1|TERF2|RBM26|QKI|NUP93|DDX19A|SRSF11|SRSF1|POLR2D|NCBP1|YBX1|KHDRBS1|DHX38|EIF5A2|KHSRP|THOC2|NCBP3|TPR|SETD2|FYTTD1|NUTF2|TSC1|UPF3B|POLDIP3|NUP188|UPF3A|XPO1|NUP214|SSB|FMR1|TNKS|HNRNPA1L2|CKAP5|TGFBR2|CPSF2|NUP50|HNRNPU|PABPN1|HNRNPA2B1|TERF1|SRRM1|SMG1|NUP62|IGF2BP2
