"","pathway","pval","padj","log2err","ES","NES","size"
"50","GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",4.89445292388532e-10,3.13703842090275e-08,0.801215574617779,0.665613200180217,2.74366798797282,46
"51","GO_PEROXISOMAL_TRANSPORT",5.81948568023432e-10,3.61689852429109e-08,0.801215574617779,0.590243063390649,2.58670187042288,66
"52","GO_MICROBODY_LUMEN",8.30199981211014e-10,5.03769278539582e-08,0.801215574617779,0.658076713746454,2.68501767781359,45
"53","GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING",8.99501542211685e-10,5.36301646243072e-08,0.801215574617779,0.563964481842115,2.54358556157827,77
"54","GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR",1.03080515726808e-09,6.00619709533191e-08,0.788186810800237,0.642524537831024,2.68234267846243,51
"55","GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H",1.06144906899568e-09,6.14980802403991e-08,0.788186810800237,0.51213532392676,2.39431931795267,95
"56","GO_NADH_DEHYDROGENASE_COMPLEX",1.51325496749977e-09,8.52735070639575e-08,0.788186810800237,0.673041861089192,2.71637262383985,43
"57","GO_IMMUNE_EFFECTOR_PROCESS",2.11485438925772e-09,0.000000115977709956352,0.774939030136436,0.248852861239764,1.55429681743525,997
"58","GO_WHOLE_MEMBRANE",2.20169825045309e-09,0.000000120097955097853,0.774939030136436,0.226674141294924,1.4262309397328,1502
"59","GO_ORGANELLAR_RIBOSOME",2.69426054349104e-09,0.000000143158766183941,0.774939030136436,0.527488073706517,2.45481427509267,87
"60","GO_FATTY_ACID_BETA_OXIDATION",3.65000437102647e-09,0.000000192942241365343,0.774939030136436,0.56174705328964,2.47977193095581,69
"61","GO_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE",4.82650628920106e-09,0.000000247479109978784,0.761460801445585,0.420890459863853,2.13243357428076,155
"62","GO_SECRETORY_GRANULE",8.8246173358611e-09,0.000000437180921638916,0.747739663149885,0.269725337019823,1.61032785358766,662
"63","GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",1.04690427469321e-08,0.000000511238254141849,0.747739663149885,0.362608865192419,1.97231870680616,239
"64","GO_AZUROPHIL_GRANULE",1.06993014451625e-08,0.000000517553473208216,0.747739663149885,0.446476408632099,2.20217770056267,126
"65","GO_ATP_METABOLIC_PROCESS",1.3836246412218e-08,0.000000653874225609659,0.747739663149885,0.349985768373819,1.92079983473655,262
"66","GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS",1.46465129048959e-08,0.000000685844702464418,0.747739663149885,0.304797774487506,1.74715787099521,421
"67","GO_EXOCYTOSIS",3.44205740252834e-08,0.00000144665158454623,0.719512826338911,0.25253767284411,1.52808767746166,772
"68","GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS",4.59045686939295e-08,0.00000188300540782499,0.719512826338911,0.459437262747842,2.1827680384063,101
"69","GO_SULFUR_COMPOUND_METABOLIC_PROCESS",4.67939766172845e-08,0.00000191184155462252,0.719512826338911,0.321916167409578,1.82318182959711,313
"70","GO_PROTON_TRANSMEMBRANE_TRANSPORT",5.01563762728175e-08,0.00000203301833469464,0.719512826338911,0.436242815393918,2.12266821237253,123
"71","GO_ORGANOPHOSPHATE_METABOLIC_PROCESS",5.52946355253877e-08,0.00000220640656541965,0.719512826338911,0.248102201599186,1.51897969108162,907
"72","GO_SECRETION",7.68435439415646e-08,0.00000297370016271979,0.704975715167238,0.226644357111332,1.41151505945618,1270
"73","GO_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS",7.78500810424555e-08,0.00000299008457337221,0.704975715167238,0.438895648305097,2.13320302103773,117
"74","GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",0.000000132603207816718,0.00000489153200057712,0.690132458796796,0.26877337960648,1.58814008813529,594
"75","GO_SECRETORY_VESICLE",0.000000133169703542877,0.00000489482189904016,0.690132458796796,0.24541694943255,1.49851653562753,790
"76","GO_TRANSLATIONAL_TERMINATION",0.000000136598266596331,0.00000500291151409063,0.690132458796796,0.447417078653554,2.13398397884651,105
"77","GO_STEROID_METABOLIC_PROCESS",0.000000165253943834512,0.00000596718026064409,0.690132458796796,0.344866260876425,1.86321847947301,234
"78","GO_LIPID_BIOSYNTHETIC_PROCESS",0.000000190391705120612,0.00000677939908337457,0.690132458796796,0.267631056258564,1.58101838521209,595
"79","GO_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT",0.000000244676328886212,0.00000853454337662622,0.674962860011025,0.543849104347819,2.30491380692426,57
"80","GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.000000333090103071279,0.0000112363125230131,0.674962860011025,0.326765212800414,1.80695190662127,275
"81","GO_LIGASE_ACTIVITY",0.000000367485333401013,0.0000122754465603498,0.674962860011025,0.389005367902023,1.96603639593068,150
"82","GO_VESICLE_MEMBRANE",0.000000395886775482642,0.0000131812301382289,0.674962860011025,0.250389278718103,1.49351816061084,671
"83","GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS",0.00000044768527191786,0.0000148097176242505,0.674962860011025,0.270931842996597,1.58626648512974,532
"84","GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT",0.000000639465297497396,0.0000206265626136075,0.659444398037935,0.461942968584553,2.16015317374574,93
"85","GO_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY",0.000000740868279823597,0.0000237419397302486,0.659444398037935,0.426590624629283,2.03875481107748,106
"86","GO_RESPONSE_TO_XENOBIOTIC_STIMULUS",0.000000743165543969751,0.0000237419397302486,0.659444398037935,0.472948741876496,2.18471364439225,81
"87","GO_REGULATION_OF_CELLULAR_PH",0.000000787213620349772,0.0000249162829527374,0.659444398037935,0.47963878177369,2.19674319659194,80
"88","GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS",0.000000929346600103807,0.000029056248122148,0.659444398037935,0.432062006118901,2.06208671736027,103
"89","GO_ENDOPLASMIC_RETICULUM",0.00000115084716934689,0.0000351248146477749,0.643551836150722,0.218599991421505,1.36641311322204,1198
"90","GO_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",0.00000128928693862093,0.0000387731306614592,0.643551836150722,0.55752579626178,2.31725039365594,49
"91","GO_TRANSLATIONAL_ELONGATION",0.00000129470942378078,0.0000388223542130758,0.643551836150722,0.398175474888961,1.97958700669019,132
"92","GO_REGULATION_OF_PH",0.00000159160585335928,0.0000469020632936765,0.643551836150722,0.454370419433311,2.12012940421115,85
"93","GO_CYTOCHROME_COMPLEX_ASSEMBLY",0.00000202387041354296,0.000058792614474987,0.627256739718528,0.61170033415332,2.35834031240284,35
"94","GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS",0.00000202950614569921,0.000058792614474987,0.627256739718528,0.530060443259443,2.25551536451863,55
"95","GO_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS",0.00000218072147762276,0.0000628182549242174,0.627256739718528,0.263520706592214,1.52848696959807,516
"96","GO_LYASE_ACTIVITY",0.00000222004375579913,0.0000635937114964248,0.627256739718528,0.380379239371083,1.91717675514924,154
"97","GO_COATED_VESICLE",0.00000243224230163019,0.0000690931989008796,0.627256739718528,0.313451680181802,1.72029262300751,262
"98","GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS",0.00000252295002840584,0.0000714719683461379,0.627256739718528,0.439555917085522,2.054998306949,95
"99","GO_TRANSMEMBRANE_TRANSPORT",0.00000261134422138834,0.0000735696016218061,0.627256739718528,0.217641386796171,1.35462954922217,1154
"100","GO_TERTIARY_GRANULE",0.00000293790102937512,0.0000820931200442556,0.627256739718528,0.390099927157726,1.94473585308691,135
"101","GO_CELLULAR_AMIDE_METABOLIC_PROCESS",0.00000299360301978798,0.0000831962031651105,0.627256739718528,0.225031041535414,1.38550963505429,980
"102","GO_THIOESTER_METABOLIC_PROCESS",0.00000302993362104012,0.0000837519387702598,0.627256739718528,0.446848677746484,2.08860282063067,90
"103","GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS",0.00000333261515570165,0.0000918708828540873,0.627256739718528,0.228232544401768,1.40359482277836,960
"104","GO_ALCOHOL_METABOLIC_PROCESS",0.00000445886103544435,0.00011907713520438,0.610526878385931,0.298249656527789,1.6716552639176,302
"105","GO_CELLULAR_KETONE_METABOLIC_PROCESS",0.0000044558216633587,0.00011907713520438,0.610526878385931,0.336806009052045,1.79604892171763,206
"106","GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.00000458656050656688,0.000122169293493099,0.610526878385931,0.424701713817055,2.00856016588467,97
"107","GO_AZUROPHIL_GRANULE_LUMEN",0.00000473877956738546,0.000125896850941808,0.610526878385931,0.468583355631454,2.0972239722026,71
"108","GO_MITOCHONDRIAL_TRANSPORT",0.00000579009289677846,0.000151472965960365,0.610526878385931,0.315631758168385,1.72449964970695,251
"109","GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS",0.00000605420937383329,0.000157979432897355,0.610526878385931,0.445823119821753,2.07835758656633,84
"110","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN",0.00000646204846075455,0.000167767865734273,0.610526878385931,0.342555685787823,1.79590785969346,182
"111","GO_AEROBIC_RESPIRATION",0.00000672461507336933,0.000173705107247865,0.610526878385931,0.450215305560369,2.04367766632513,78
"112","GO_LATE_ENDOSOME",0.00000729903612806206,0.000185418914843336,0.610526878385931,0.309485202802451,1.69203759660918,248
"113","GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT",0.00000815357321179091,0.00020544199824795,0.593325476396405,0.457010193647717,2.04589082813225,74
"114","GO_MONOSACCHARIDE_METABOLIC_PROCESS",0.0000100603660109715,0.000249200612179982,0.593325476396405,0.311037516285266,1.68991379767855,238
"115","GO_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS",0.0000102731728562421,0.000253248527982603,0.593325476396405,0.390734173754644,1.90810198155714,120
"116","GO_FRUCTOSE_METABOLIC_PROCESS",0.0000114531048929622,0.000278321304922577,0.593325476396405,0.793002661045337,2.30644956793436,13
"117","GO_TRANSPORTER_ACTIVITY",0.0000133596177433232,0.000320849835966698,0.593325476396405,0.228683427813846,1.40036217293667,814
"118","GO_CARBOHYDRATE_PHOSPHORYLATION",0.0000166655258215645,0.0003884203802276,0.575610261071129,0.656530046366634,2.28013270576831,23
"119","GO_MICROBODY_MEMBRANE",0.0000169630270405359,0.000393436580530669,0.575610261071129,0.491230506076637,2.09219487885638,58
"120","GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS",0.0000173895803522027,0.000400741902273795,0.575610261071129,0.343193473200027,1.75060413860246,166
"121","GO_SECRETORY_GRANULE_MEMBRANE",0.0000174304040188024,0.000400782047562374,0.575610261071129,0.304497633868605,1.67054566033409,253
"122","GO_GOLGI_VESICLE_TRANSPORT",0.0000176455151152406,0.000404820486592376,0.575610261071129,0.282333803286691,1.60194922040478,345
"123","GO_LATE_ENDOSOME_MEMBRANE",0.0000191369872284769,0.00043322252544819,0.575610261071129,0.378974876275078,1.88814802701487,130
"124","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",0.0000196132880445043,0.000443027024000863,0.575610261071129,0.407938192790673,1.91236325139143,96
"125","GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX",0.0000206014856221868,0.000459506302359722,0.575610261071129,0.527498005240468,2.17435500123185,46
"126","GO_TETRAPYRROLE_METABOLIC_PROCESS",0.0000242905424399191,0.000531129024992261,0.575610261071129,0.517940585744442,2.13382115097994,47
"127","GO_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE",0.000025408254763712,0.000552058277687461,0.575610261071129,0.600661016450508,2.27268370349841,32
"128","GO_MEMBRANE_PROTEIN_COMPLEX",0.0000263489098179346,0.000567664012989327,0.575610261071129,0.221357450361997,1.3560666520182,944
"129","GO_PROTEIN_TRANSMEMBRANE_TRANSPORT",0.0000296136970637435,0.000624873381458208,0.575610261071129,0.473486945775177,2.00670846010557,57
"130","GO_PH_REDUCTION",0.0000297699327045515,0.00062688020510303,0.575610261071129,0.509390273472335,2.1320534555595,50
"131","GO_ENDOSOME",0.0000314406569792561,0.000658008035351575,0.557332238758646,0.222372629753076,1.35997017716577,863
"132","GO_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS",0.0000317779351666871,0.000662433313934541,0.557332238758646,0.643912919011611,2.23631334838437,23
"133","GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",0.0000337137305469529,0.000694245595901611,0.557332238758646,0.327602477030474,1.71982472641883,185
"134","GO_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM",0.0000343189362177357,0.000705291965757274,0.557332238758646,0.547306377749976,2.20890875786992,43
"135","GO_HYDROLASE_ACTIVITY_HYDROLYZING_O_GLYCOSYL_COMPOUNDS",0.0000430361442143239,0.000855301664569557,0.557332238758646,0.452592531147836,1.98701108270134,67
"136","GO_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE",0.0000437549964195733,0.000867906166891149,0.557332238758646,0.411647344287542,1.92078005403154,85
"137","GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.0000456282945318819,0.000899842616200863,0.557332238758646,0.745327021809373,2.26763793260123,15
"138","GO_CRISTAE_FORMATION",0.0000464438710649313,0.000912417428679828,0.557332238758646,0.578025648128495,2.17761167247368,33
"139","GO_VACUOLAR_LUMEN",0.0000500293660669585,0.000971687782228521,0.557332238758646,0.353026702349202,1.78098570582904,143
"140","GO_GOLGI_ASSOCIATED_VESICLE",0.0000549537010074182,0.00105132740985854,0.557332238758646,0.339608952279891,1.72567254721235,162
"141","GO_STEROID_BIOSYNTHETIC_PROCESS",0.0000568110672600962,0.00107888424954127,0.557332238758646,0.352264778597576,1.77429271574193,144
"142","GO_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.0000576526599066586,0.00108881772991305,0.557332238758646,0.547575092771519,2.1288752107588,38
"143","GO_GOLGI_MEMBRANE",0.0000588540510651685,0.00110756115163221,0.557332238758646,0.229822274804558,1.36562694687129,672
"144","GO_VITAMIN_BINDING",0.00005959092083259,0.00111923973102236,0.557332238758646,0.378888006301013,1.8107752517464,106
"145","GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS",0.0000644545825092987,0.00119743069498706,0.538434096309916,0.654263631998629,2.18993872927906,21
"146","GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.0000672974487131764,0.00124125060531227,0.538434096309916,0.343290289522759,1.74204769515942,157
"147","GO_AMINO_ACID_ACTIVATION",0.0000677389976508364,0.0012471515635715,0.538434096309916,0.496295070391527,2.06275647682189,49
"148","GO_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS",0.0000695728774168455,0.00127633248284392,0.538434096309916,0.425076172157986,1.90293226270126,74
"149","GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS",0.0000707646684542975,0.00129587799106932,0.538434096309916,0.261366116551542,1.49102930217117,392
"150","GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS",0.0000810807549155451,0.00145874235378757,0.538434096309916,0.311958212776399,1.64236780191887,194
"151","GO_TRIGLYCERIDE_METABOLIC_PROCESS",0.0000963571150334482,0.00168337685633392,0.538434096309916,0.442236412194535,1.9522050634437,69
"152","GO_TRANSITION_METAL_ION_TRANSPORT",0.000100838837802972,0.00175271573164318,0.538434096309916,0.376063178405024,1.78786814449099,104
"153","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",0.000112047220956442,0.00192792659548375,0.538434096309916,0.426204560985044,1.92226248727461,77
"154","GO_STEROL_METABOLIC_PROCESS",0.000117977879629505,0.00201308345357833,0.538434096309916,0.347752400095678,1.72863970618868,128
"155","GO_GLYCEROLIPID_METABOLIC_PROCESS",0.000119118869552079,0.00202347898764735,0.538434096309916,0.26259169071514,1.49055656584826,357
"156","GO_STEROID_DEHYDROGENASE_ACTIVITY",0.000120043598001385,0.00203478859091604,0.538434096309916,0.615732424251205,2.1384423246231,23
"157","GO_ORGANELLE_ENVELOPE_LUMEN",0.000127569373791382,0.00215168409248458,0.518848077743792,0.406598714041342,1.89549954778883,84
"158","GO_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY",0.000139838320519025,0.00232421714250016,0.518848077743792,0.855492454293139,2.09603308816163,8
"159","GO_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS",0.000141724319094297,0.00235175225293207,0.518848077743792,0.555982761594001,2.09456890928845,33
"160","GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",0.000159136738779991,0.00260278669248614,0.518848077743792,0.308635092291767,1.62908558416418,193
"161","GO_FAD_BINDING",0.000162321000277155,0.00265063990102265,0.518848077743792,0.563308247430067,2.12826773842781,31
"162","GO_ENDOSOME_MEMBRANE",0.000163084503748351,0.00265887374553154,0.518848077743792,0.249441107429852,1.4430868150908,457
"163","GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.000166288585279852,0.00269398016120834,0.518848077743792,0.293711681783644,1.57915907655787,233
"164","GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE",0.00017201274800684,0.00276054887450727,0.518848077743792,0.815542626976586,2.18865053293374,10
"165","GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_OXIDASE",0.000181878889579053,0.00288279445538361,0.518848077743792,0.715922277675956,2.17817476912502,15
"166","GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.000183769844175462,0.00290379006474478,0.518848077743792,0.368076049397831,1.74989597827556,104
"167","GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS",0.000199560427098251,0.00311017048615891,0.518848077743792,0.331201424658504,1.66931211513398,154
"168","GO_PROTEIN_TARGETING_TO_MITOCHONDRION",0.000204626556215319,0.00316985699998202,0.518848077743792,0.377052961642525,1.76264374077365,94
"169","GO_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE",0.000205854489544424,0.00318406906527612,0.518848077743792,0.478211447702019,1.97014431738468,47
"170","GO_AMINE_METABOLIC_PROCESS",0.000223550939996535,0.00342677860936392,0.518848077743792,0.354077237527606,1.72095265854521,117
"171","GO_NEUTRAL_LIPID_METABOLIC_PROCESS",0.000224280436986866,0.00343282967358255,0.518848077743792,0.384685178016797,1.79664246090936,92
"172","GO_ORGANELLE_SUBCOMPARTMENT",0.000254877219732541,0.00384377336523118,0.49849310876659,0.260437589203799,1.46934768134367,348
"173","GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS",0.000255477219779343,0.00384571254858981,0.49849310876659,0.536930114783059,2.06800475744922,36
"174","GO_ION_TRANSPORT",0.000261585744315575,0.00391043995328896,0.49849310876659,0.199099473437025,1.24371950396278,1196
"175","GO_LIPID_MODIFICATION",0.000261089256349045,0.00391043995328896,0.49849310876659,0.286335887721977,1.54760723922345,230
"176","GO_FICOLIN_1_RICH_GRANULE_MEMBRANE",0.000271730222929212,0.00405028115717887,0.49849310876659,0.471557894130277,1.97370599721791,50
"177","GO_TETRAPYRROLE_BINDING",0.000284161740006121,0.00422330238226489,0.49849310876659,0.380919517424703,1.77936937633479,89
"178","GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",0.000297636023720909,0.00439173729965169,0.49849310876659,0.478469233359275,1.95787195524542,48
"179","GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.000316506273276473,0.00461702963364186,0.49849310876659,0.230858271489001,1.36126480215692,563
"180","GO_COATED_VESICLE_MEMBRANE",0.00032086650005753,0.00466074498313026,0.49849310876659,0.318793456050056,1.61477181609713,161
"181","GO_DRUG_METABOLIC_PROCESS",0.000326740959733623,0.00471933597474409,0.49849310876659,0.584438844133454,2.06925411180765,25
"182","GO_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT",0.000332731106874915,0.00479235604073351,0.49849310876659,0.575716268838183,2.08134739670691,28
"183","GO_PROTEIN_N_LINKED_GLYCOSYLATION",0.00034525269956548,0.00493802849936401,0.49849310876659,0.418251400796368,1.85536577348781,70
"184","GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",0.000351003528833851,0.00499242883244264,0.49849310876659,0.31576779746835,1.60498032103158,156
"185","GO_VITAMIN_METABOLIC_PROCESS",0.000352097413328607,0.00500067701545289,0.49849310876659,0.359046829319639,1.71360982258319,103
