"","pathway","pval","padj","ES","NES","nMoreExtreme","size"
"25","GO_REGULATION_OF_CELL_CYCLE_PROCESS",0.0000266801846268776,0.00109177519868361,-0.320296508808167,-1.75921139797681,0,686
"26","GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",0.0000298971537909591,0.00109177519868361,-0.396652659538168,-2.01657839513615,0,286
"27","GO_REGULATION_OF_MITOTIC_CELL_CYCLE",0.000027282152016151,0.00109177519868361,-0.310155369394051,-1.68393755890091,0,590
"28","GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.0000295359896033317,0.00109177519868361,-0.327712566845072,-1.68213718112453,0,313
"29","GO_TRANSCRIPTION_COACTIVATOR_ACTIVITY",0.0000298971537909591,0.00109177519868361,-0.32417013409577,-1.64651041882814,0,283
"30","GO_DNA_METABOLIC_PROCESS",0.000052656521510189,0.00129423504470487,-0.273520683148565,-1.51112333927625,1,746
"31","GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",0.0000572000572000572,0.0013067319941,-0.303340622272157,-1.60021495495423,1,415
"32","GO_REGULATION_OF_CHROMOSOME_SEGREGATION",0.0000669120107059217,0.0013661297567265,-0.445021231684838,-1.94475079254291,1,95
"33","GO_SISTER_CHROMATID_SEGREGATION",0.000063213123044344,0.0013661297567265,-0.389515077549909,-1.86363979789295,1,172
"34","GO_ORGANELLE_FISSION",0.0000865176640230714,0.00157196641514784,-0.292894720692205,-1.53769887809822,2,397
"35","GO_PROTEIN_ACETYLATION",0.0000946222993218735,0.00165076210652618,-0.362741306706727,-1.74113605857791,2,177
"36","GO_PROTEIN_ACETYLTRANSFERASE_COMPLEX",0.000100864068856538,0.00170308382930523,-0.432521209988267,-1.87103046186251,2,90
"37","GO_NEGATIVE_REGULATION_OF_CELL_CYCLE",0.000109697235629662,0.00179453887598098,-0.271097821593458,-1.46688513141749,3,559
"38","GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",0.000159494720724744,0.00241884166886356,-0.371970636722731,-1.75772398178594,4,158
"39","GO_PEPTIDYL_LYSINE_ACETYLATION",0.000159882326607617,0.00242104057240881,-0.368339636188607,-1.7312549690308,4,152
"40","GO_HISTONE_METHYLTRANSFERASE_COMPLEX",0.000304239064295856,0.00410121246765668,-0.424710008083223,-1.81026294936087,8,83
"41","GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS",0.000313635294425133,0.00419686744367244,-0.24975781003392,-1.3845147079536,11,787
"42","GO_NON_CANONICAL_WNT_SIGNALING_PATHWAY",0.000453059771528429,0.00561089593456903,-0.363446635404889,-1.68084530692189,13,136
"43","GO_HELICASE_ACTIVITY",0.000549006943323107,0.00653482239911498,-0.359471915823869,-1.66671041628231,16,138
"44","GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",0.000689587232784947,0.0077755830462836,-0.368510164916403,-1.67265912833944,20,121
"45","GO_KINETOCHORE",0.00104156495133939,0.0106931858533084,-0.361599167345119,-1.65552731853533,31,127
"46","GO_PEPTIDE_N_ACETYLTRANSFERASE_ACTIVITY",0.00108973267495318,0.011045109724818,-0.422315257468438,-1.73573914653777,31,68
"47","GO_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.00112518485179708,0.0113531037776371,-0.342665031666124,-1.59979268275235,34,145
"48","GO_RNA_BINDING",0.00152974639673017,0.0144695159175074,-0.218961790733097,-1.2579716620767,63,1504
"49","GO_METHYLTRANSFERASE_COMPLEX",0.00164902212987698,0.0153217801061847,-0.364668989133681,-1.63253692694599,49,110
"50","GO_GENE_SILENCING_BY_RNA",0.0019185879192914,0.0172482782401882,-0.332724930107907,-1.56386017679288,59,152
"51","GO_DNA_REPAIR",0.002173610143514,0.0192120953251782,-0.25686586003164,-1.3767533101215,77,496
"52","GO_SINGLE_STRANDED_DNA_BINDING",0.00249484398908922,0.0213333746076446,-0.368393949938058,-1.62287438703625,74,100
"53","GO_N_ACETYLTRANSFERASE_ACTIVITY",0.00355257815671945,0.027870422504641,-0.383740169905444,-1.61758694342443,104,78
"54","GO_CELL_CYCLE_G2_M_PHASE_TRANSITION",0.00473358417283651,0.0348351301332858,-0.284812147757451,-1.4308255121153,155,257
"55","GO_MITOTIC_SPINDLE_ORGANIZATION",0.00478739319791216,0.0351016875253237,-0.354421816332302,-1.56351904201888,143,101
"56","GO_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY",0.00510303581876097,0.0369276246812297,-0.332556114526466,-1.52617185635361,156,129
"57","GO_MIDBODY",0.00547439447468093,0.0387439591935042,-0.314160866404338,-1.48965376892464,171,162
"58","GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.00716253443526171,0.047397169184003,-0.323551483086258,-1.48992860560302,220,132
"59","GO_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA",0.00736474694589878,0.0483823632476129,-0.4339542530598,-1.65678454971357,210,47
